Source,Target
Chandler,Joey
Phoebe,Chandler
Phoebe,Monica
Chandler,Monica
Ross,Joey
Phoebe,Ross
Phoebe,Joey
Phoebe,Chandler
Ross,Chandler
Ross,Joey
Monica,Rachel
Phoebe,Rachel
Monica,Rachel
Monica,Chandler
Monica,Ross
Monica,Joey
Chandler,Joey
Monica,Phoebe
Monica,Rachel
Phoebe,Rachel
Chandler,Joey
Monica,Phoebe
Monica,Rachel
Phoebe,Rachel
Chandler,Joey
Monica,Phoebe
Monica,Rachel
Phoebe,Rachel
Chandler,Joey
Monica,Phoebe
Monica,Rachel
Phoebe,Rachel
Monica,Ross
Chandler,Joey
Monica,Rachel
Monica,Chandler
Chandler,Ross
