Source,Target
Monica,Rachel
Ross,Chloe
Ross,Rachel
Monica,Phoebe
Ross,Chandler
Ross,Joey
Chandler,Joey
Phoebe,Monica
Ross,Chloe
Ross,Isaac
Ross,Jasmine
Ross,Gunther
Phoebe,Monica
Chandler,Phoebe
Joey,Phoebe
Monica,Joey
Monica,Chandler
Joey,Chandler
Rachel,Ross
Joey,Chandler
Joey,Monica
Joey,Phoebe
Chandler,Monica
Chandler,Phoebe
Monica,Phoebe
Rachel,Ross
Joey,Chandler
Joey,Monica
Joey,Phoebe
Chandler,Monica
Chandler,Phoebe
Monica,Phoebe
Rachel,Ross
Joey,Chandler
Joey,Monica
Joey,Phoebe
Chandler,Monica
Chandler,Phoebe
Monica,Phoebe
Rachel,Ross
Joey,Chandler
Joey,Monica
Joey,Phoebe
Chandler,Monica
Chandler,Phoebe
Monica,Phoebe
Rachel,Ross
Joey,Chandler
Joey,Monica
Joey,Phoebe
Chandler,Monica
Chandler,Phoebe
Monica,Phoebe
Rachel,Ross
Joey,Chandler
Joey,Monica
Joey,Phoebe
Chandler,Monica
Chandler,Phoebe
Monica,Phoebe
Rachel,Ross
Joey,Chandler
Joey,Monica
Joey,Phoebe
Chandler,Monica
Chandler,Phoebe
Monica,Phoebe
Rachel,Ross
Joey,Chandler
Joey,Monica
Joey,Phoebe
Chandler,Monica
Chandler,Phoebe
Monica,Phoebe
Monica,Rachel
Joey,Chandler
