Source,Target
Monica,Rachel
Monica,Phoebe
Rachel,Phoebe
Monica,SandraGreen
Joey,Chandler
Joey,Ross
Chandler,Ross
Monica,Phoebe
Monica,SandraGreen
Monica,Phoebe
Rachel,SandraGreen
Chandler,Joey
Chandler,Ross
Joey,Ross
Rachel,Phoebe
Rachel,Monica
Phoebe,Monica
Monica,Phoebe
Monica,SandraGreen
Rachel,SandraGreen
Monica,SandraGreen
Rachel,SandraGreen
Chandler,Ross
Chandler,Joey
Ross,Joey
Rachel,SandraGreen
Monica,SandraGreen
Ross,Phoebe
Ross,Monica
Ross,Rachel
Ross,SandraGreen
Joey,Ray
Ray,Duncan
Ray,Erin
Joey,Erin
Rachel,Ross
Rachel,SandraGreen
Ross,SandraGreen
Rachel,Monica
Rachel,Phoebe
Phoebe,Ross
Monica,Ross
Ross,SandraGreen
Ross,Rachel
Monica,SandraGreen
Monica,Phoebe
Monica,SandraGreen
Monica,Phoebe
Ross,Rachel
