Source,Target
Ross,Chandler
Jade,Chandler
Ross,Chandler
Chandler,Jade
Ross,Julie
Ross,Joey
Ross,Rachel
Ross,Phoebe
Ross,Chandler
Chandler,Joey
Chandler,Phoebe
Chandler,Rachel
Ross,Chandler
Joey,Rachel
Phoebe,Rachel
Phoebe,Joey
Rachel,Joey
Monica,Phoebe
Monica,Rachel
Monica,Joey
Joey,Phoebe
Ross,Chandler
Chandler,Jade
Chandler,Ross
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Rachel
Monica,Ross
Monica,Joey
Monica,Rachel
Monica,Phoebe
waiter_2_5,Rachel
waiter_2_5,Monica
waiter_2_5,Phoebe
waiter_2_5,Joey
waiter_2_5,Ross
Rachel,Phoebe
Rachel,Joey
Phoebe,Joey
Chandler,Monica
Chandler,Ross
waiter_2_5,Rachel
waiter_2_5,Monica
waiter_2_5,Phoebe
waiter_2_5,Joey
waiter_2_5,Chandler
waiter_2_5,Ross
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
Rachel,Ross
Joey,Rachel
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Monica,Rachel
Monica,Phoebe
Monica,Joey
Rachel,Phoebe
Chandler,Joey
Chandler,Phoebe
Chandler,Rachel
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Ross,Chandler
Phoebe,Rachel
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Ross,Rachel
Ross,Phoebe
Ross,Joey
Ross,Chandler
Chandler,Rachel
Chandler,Joey
Monica,Rachel
Monica,Phoebe
Monica,Joey
Ross,Chandler
Chandler,Jade
Monica,Ross
Monica,Chandler
Chandler,Ross
Phoebe,Joey
Phoebe,Rachel
Joey,Rachel
Chandler,Ross
Chandler,Monica
Ross,Monica
Monica,StevenFishman
Ross,StevenFishman
Chandler,StevenFishman
Rachel,Ross
Ross,Phoebe
Ross,Joey
Monica,Rachel
Monica,Phoebe
Monica,Joey
Chandler,Joey
Chandler,Rachel
Chandler,Phoebe
Phoebe,Joey
Monica,Leon
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Monica,Joey
Chandler,Joey
Joey,Jade
