Source,Target
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Rachel,Ross
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Ross,Marsha
Carol,Marsha
Carol,Ross
Chandler,Phoebe
Chandler,Joey
Monica,Joey
Monica,Chandler
Monica,Phoebe
Rachel,Phoebe
Rachel,Monica
Chandler,Monica
Monica,Rachel
Chandler,Phoebe
Chandler,Joey
Chandler,Monica
Phoebe,Joey
Phoebe,Monica
Joey,Monica
Monica,Rachel
Monica,Chandler
Rachel,Ross
Phoebe,Ross
Monica,Ross
Ross,Chandler
Rachel,Ross
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Monica,Judy
Monica,Ross
Monica,Jack
Judy,Ross
Judy,Jack
Ross,Jack
Monica,Ross
Judy,Jack
Judy,Monica
Judy,Ross
Jack,Monica
Jack,Ross
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Chandler,Ross
Monica,Ross
Phoebe,Monica
Rachel,Phoebe
Phoebe,Chandler
Monica,Chandler
Rachel,Monica
Rachel,Chandler
Rachel,Phoebe
Rachel,Joey
Rachel,Ross
Ross,Carol
Ross,Susan
Barry,Rachel
Barry,Robbie
Rachel,Robbie
Ross,Carol
Ross,Susan
Barry,Rachel
Barry,Robbie
Ross,Carol
Ross,Susan
Carol,Susan
Ross,DrOberman
Carol,DrOberman
Susan,DrOberman
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Chandler,Ross
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Ross,Monica
Rachel,Mindy
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Rachel,Ross
