Source,Target
Monica,Rachel
Rachel,Ross
Ross,Phoebe
Ross,Monica
Phoebe,Rachel
Phoebe,Chandler
Phoebe,Monica
Phoebe,Joey
Phoebe,Rachel
Ross,Chandler
Ross,Monica
Ross,Joey
Ross,Phoebe
Ross,Rachel
Joey,Chandler
Phoebe,Rachel
Monica,Rachel
Monica,Ross
Ross,Rachel
Estelle,Joey
Chandler,Joey
Monica,Rachel
Ross,Monica
Ross,Rachel
Monica,Rachel
Ross,professor
Ross,Monica
Rachel,professor
Chandler,Joey
Phoebe,Chandler
Phoebe,Joey
Chandler,Joey
Monica,Rachel
Ross,Monica
Ross,Rachel
Joey,castingDirector1
Joey,kid
Joey,castingDirector1
Joey,castingDirector3
Rachel,Monica
Rachel,Ross
Phoebe,Rachel
Phoebe,Monica
Joey,Chandler
Joey,director_6_4
Joey,Alex
director_6_4,Alex
Chandler,Alex
Chandler,director_6_4
Rachel,Russel
Ross,student_6_4
Ross,Rachel
Phoebe,Joey
Phoebe,Joey
Phoebe,Monica
Phoebe,Chandler
Joey,Monica
Joey,Chandler
Monica,Chandler
