Source,Target
Rachel,Phoebe
Rachel,Monica
Phoebe,Monica
Chandler,Joey
Chandler,Ross
Joey,Ross
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Phoebe
Monica,Joey
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
Ross,Rachel
Ross,Julie
Ross,Phoebe
Julie,Joey
Ross,Joey
Phoebe,Chandler
Phoebe,Monica
Phoebe,Joey
Phoebe,Rachel
Phoebe,Ross
Phoebe,Julie
Monica,LeonRastatter
Monica,Phoebe
Monica,Rachel
Rachel,Phoebe
Ross,Chandler
Ross,Joey
Chandler,Joey
Chandler,Ross
Chandler,Joey
Ross,Joey
Monica,Phoebe
Monica,Rachel
Phoebe,Rachel
Chandler,hotlinePerson
Ross,Joey
Ross,Rachel
Joey,Rachel
Ross,Rachel
Chandler,Joey
Chandler,Rachel
Rachel,Ross
Ross,Chandler
Joey,Chandler
Rachel,Ross
Chandler,Rachel
Chandler,Ross
Chandler,Joey
Rachel,Ross
Rachel,Joey
Ross,Joey
Rachel,Ross
Chandler,Joey
Chandler,Monica
Phoebe,Monica
Phoebe,Chandler
Phoebe,Joey
Chandler,Monica
Chandler,Phoebe
Ross,Rachel
Ross,Monica
Ross,Joey
Ross,Chandler
Ross,Phoebe
Ross,Chandler
Ross,Monica
Ross,Rachel
Chandler,Joey
Monica,LeonRastatter
Monica,Ross
Monica,Rachel
Monica,LeonRastatter
