Source,Target
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Rachel,Joey
Joey,Phoebe
Joey,Rachel
Joey,Phoebe
Ross,Rachel
Ross,Joey
Phoebe,Ross
Phoebe,Rachel
Chandler,Monica
adoptionAgencyWorker,Chandler
adoptionAgencyWorker,Monica
Chandler,Erica
Monica,Erica
Phoebe,Joey
Joey,dateSarah
Phoebe,Joey
Phoebe,Rachel
Joey,Phoebe
Phoebe,Ross
Ross,Rachel
Phoebe,Ross
Rachel,Ross
Monica,Erica
Chandler,Erica
Chandler,Monica
Monica,adoptionAgencyWorker
Chandler,adoptionAgencyWorker
adoptionAgencyWorker,Erica
Rachel,Phoebe
Ross,Joey
Chandler,Monica
Joey,dateSarah
Ross,Joan
Joey,dateSarah
Monica,Chandler
Erica,Monica
Erica,Chandler
adoptionAgencyWorker,Monica
adoptionAgencyWorker,Chandler
adoptionAgencyWorker,Erica
Chandler,Erica
Monica,Chandler
Joey,Ross
