Source,Target
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Phoebe,Chandler
Phoebe,Eddie
Chandler,Eddie
Chandler,Eddie
Monica,Richard
Ross,Rachel
Phoebe,Richard
Phoebe,Monica
Phoebe,Ross
Phoebe,Rachel
Monica,Ross
Phoebe,Richard
Chandler,Tilly
Eddie,Tilly
Eddie,Chandler
Phoebe,Joey
messenger,Joey
Monica,Richard
Ross,Rachel
Chandler,Eddie
Richard,Monica
Ross,Rachel
Rachel,Monica
Richard,Monica
Richard,Rachel
Ross,Richard
Rachel,Monica
Richard,Ross
Ross,Rachel
Richard,Monica
Chandler,Monica
Chandler,Phoebe
Chandler,Rachel
Chandler,Ross
Monica,Ross
Joey,Monica
Joey,Ross
Joey,Chandler
Joey,Phoebe
Joey,Rachel
Chandler,Eddie
Richard,Ross
