Source,Target
Chandler,Monica
Ross,Chandler
Ross,Monica
Chandler,Joey
Chandler,Rachel
Ross,Chandler
Ross,Monica
Chandler,Monica
Ross,Rachel
Ross,Joey
Rachel,Joey
Joey,Ross
Joey,Chandler
Joey,Monica
Joey,Rachel
Ross,Chandler
Ross,Joey
Ross,Monica
Monica,Ross
Monica,Joey
Chandler,Joey
Rachel,Monica
Phoebe,Rachel
Katie,Joey
Joey,Monica
Joey,Rachel
Joey,Chandler
Joey,Ross
Monica,Ross
Chandler,Monica
Chandler,Rachel
Chandler,Ross
Chandler,Joey
Rachel,Joey
Phoebe,Ross
Ross,neighborSteve
Chandler,Ross
Rachel,Ross
Chandler,Rachel
Katie,Joey
Chandler,Monica
Ross,Joey
Ross,Chandler
Joey,Chandler
Gunther,Monica
Chandler,Monica
Chandler,Ross
Chandler,Joey
Ross,Joey
Ross,Phoebe
Joey,Rachel
Katie,Rachel
Katie,Joey
Phoebe,Ross
Phoebe,neighborSteve
neighborSteve,Ross
Phoebe,Ross
Chandler,Ross
Chandler,Joey
Chandler,Phoebe
Chandler,Rachel
Chandler,Monica
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Rachel,Ross
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Joey,Chandler
Joey,Ross
Chandler,Ross
Rachel,Phoebe
Monica,Ross
Monica,Joey
Monica,Chandler
Joey,Ross
Ross,Chandler
Phoebe,Ross
Rachel,Phoebe
Rachel,Chandler
Chandler,Monica
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
