Source,Target
Ross,Julie
Rachel,Ross
Rachel,Julie
Monica,Phoebe
Monica,Chandler
Monica,Joey
Phoebe,Monica
Phoebe,Chandler
Phoebe,Joey
Rachel,Monica
Rachel,Chandler
Rachel,Joey
Rachel,Phoebe
Rachel,Ross
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
Ross,Julie
Julie,Rachel
Monica,Julie
Phoebe,Julie
Joey,Julie
Chandler,Julie
Ross,Julie
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Rachel,Ross
Monica,Julie
Ross,Monica
Ross,Rachel
Julie,Rachel
Monica,Rachel
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
Ross,Chandler
Ross,Rachel
Rachel,Chandler
Chandler,Ross
Chandler,Rachel
Ross,Rachel
Ross,Joey
Monica,Phoebe
Joey,Ross
Ross,Julie
Chandler,Joey
Ross,Julie
Ross,Rachel
Rachel,Monica
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Joey
Monica,Phoebe
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Paolo,Monica
Paolo,Phoebe
Paolo,Joey
Paolo,Chandler
Paolo,Rachel
Monica,Rachel
Rachel,Chandler
Rachel,Joey
Monica,Chandler
Ross,Julie
Ross,Paolo
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
Paolo,Phoebe
Chandler,Joey
Monica,Phoebe
Monica,Phoebe
Chandler,Frankie
Rachel,Phoebe
Phoebe,Ross
Phoebe,Joey
Phoebe,Ross
Rachel,Joey
Chandler,Joey
Chandler,Ross
Chandler,Joey
Joey,Ross
Monica,Ross
Monica,Chandler
Monica,Phoebe
Phoebe,Chandler
Ross,Rachel
Joey,Chandler
Ross,Rachel
Joey,MrTribbiani
Chandler,Joey
Phoebe,Julie
Phoebe,Rachel
