Source,Target
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Chandler,Phoebe
Chandler,Ross
Monica,Joey
Joey,Rachel
Joey,Chandler
Joey,Phoebe
Joey,Monica
Ross,Monica
Ross,funBobby
Joey,funBobby
Monica,funBobby
Phoebe,Monica
Monica,Ross
Monica,Joey
Monica,Phoebe
Monica,Chandler
Monica,Rachel
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Rachel,Ross
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Rachel,Monica
Monica,funBobby
Phoebe,Rachel
Phoebe,funBobby
Chandler,Joey
Chandler,Monica
Chandler,Phoebe
Chandler,funBobby
Phoebe,Rachel
Rachel,Monica
Rachel,Joey
Rachel,Phoebe
Rachel,Russ
Estelle,Joey
Estelle,Lori
Rachel,Monica
Monica,funBobby
Chandler,funBobby
Phoebe,funBobby
Monica,Chandler
Monica,Phoebe
Chandler,Russ
Rachel,Russ
Phoebe,Russ
Phoebe,Rachel
Phoebe,Ross
Monica,Ross
Phoebe,Chandler
Ross,Russ
Rachel,Ross
Rachel,Russ
Ross,Chandler
Ross,Monica
Chandler,Joey
Monica,waiter_2_10
Monica,funBobby
Chandler,Ross
Chandler,Russ
Rachel,Phoebe
Ross,Russ
Rachel,Ross
Rachel,Russ
Chandler,Rachel
Chandler,Monica
Ross,Monica
Phoebe,Monica
Monica,funBobby
Monica,Rachel
Monica,Chandler
Chandler,Rachel
Chandler,Ross
Chandler,Phoebe
Joey,Chandler
Joey,Ross
Joey,Rachel
Joey,Monica
Joey,Phoebe
Russ,Chandler
Russ,Phoebe
Julie,Chandler
Julie,Phoebe
Julie,Russ
