Source,Target
Joey,Rachel
Joey,Ross
Ross,Rachel
Joey,Monica
Joey,Chandler
Joey,Phoebe
Chandler,Joey
Phoebe,Joey
Monica,Joey
Joey,Ross
Joey,Chandler
Chandler,Ross
Ross,Richard
Ross,Phoebe
Ross,Monica
Richard,Monica
Ross,Rachel
Rachel,Phoebe
Rachel,Ross
Rachel,Richard
Rachel,Monica
Chandler,Rachel
Chandler,Phoebe
Chandler,Monica
Chandler,Ross
Chandler,Richard
Monica,Phoebe
Monica,Ben
Richard,Ben
Richard,Monica
Chandler,Joey
Rachel,Ross
Rachel,Joey
Joey,Ross
Monica,Rachel
Monica,Ross
Monica,Joey
Chandler,Phoebe
Joey,Chandler
Joey,Phoebe
Monica,Richard
Rachel,Ross
Rachel,Ross
MrWeinberg,Rachel
MrsWeinberg,Rachel
MrWeinberg,MrsWeinberg
Rachel,Mindy
Rachel,Barry
Mindy,Barry
Joey,Angela
Phoebe,Chandler
Richard,Monica
Richard,woman_2_24
Barry,BarrysBestMan
Mindy,BarrysBestMan
BarrysBestMan,Rachel
Rachel,Ross
bandGuy,Ross
Barry,Rachel
Ross,Rachel
Richard,Monica
Chandler,Rachel
Chandler,Ross
Chandler,Phoebe
Chandler,Janice
Ross,Joey
