Source,Target
Monica,Phoebe
Monica,Rachel
Phoebe,Rachel
JulieGraff,Monica
Ross,Chandler
Ross,Joey
Chandler,Joey
Rachel,Phoebe
Ross,Joey
Monica,Chandler
Joey,Rachel
Joey,Phoebe
Rachel,Phoebe
Joey,Ross
Ross,Phoebe
Ross,Rachel
Monica,Chandler
Ross,Rachel
Ross,Phoebe
Ross,Joey
Rachel,Phoebe
Rachel,Joey
Phoebe,Joey
Chandler,Monica
Chandler,JulieGraff
Monica,JulieGraff
Rachel,Joey
Rachel,Ross
Rachel,Phoebe
Joey,Ross
Joey,Phoebe
Ross,Phoebe
Ross,Joey
Monica,Chandler
Rachel,Phoebe
Rachel,Monica
Phoebe,Monica
Joey,Chandler
Joey,Monica
Joey,Rachel
Joey,Phoebe
Ross,Chandler
Ross,Monica
Ross,Rachel
Ross,Phoebe
