Source,Target
Ross,Monica
Ross,Joey
Chandler,Joey
Monica,Ross
Phoebe,Monica
Phoebe,Chandler
Phoebe,Rachel
photographer_8_1,Monica
photographer_8_1,Phoebe
Chandler,Rachel
Chandler,Phoebe
Rachel,Phoebe
bandLeader,Monica
bandLeader,Chandler
Monica,Chandler
Rachel,Phoebe
Ross,Mona
Joey,tennisGirl
Chandler,NoraBing
Chandler,Dennis
NoraBing,Dennis
Ross,Mona
Monica,Jack
Chandler,Joey
Monica,Rachel
Monica,Phoebe
Monica,Rachel
Phoebe,Rachel
Ross,Mona
Ross,Melinda
Chandler,Joey
Ross,Mona
Ross,secondGirl
Mona,secondGirl
Joey,Chandler
Joey,Monica
Joey,NoraBing
Joey,Dennis
Ross,Mona
Ross,Gert
Joey,Dennis
Monica,Chandler
Chandler,Jack
Monica,Rachel
Monica,Phoebe
Rachel,Phoebe
Joey,Mona
Joey,Ross
Mona,Ross
