Source,Target
Phoebe,Joey
Phoebe,Rachel
Phoebe,Ross
Phoebe,Monica
Ross,Rachel
Monica,Joey
Monica,Rachel
Monica,Ross
Monica,Phoebe
Chandler,Ken
Chandler,Claudia
Monica,Phoebe
Chandler,Phoebe
Chandler,Monica
Ross,Rachel
Phoebe,Joey
Phoebe,waiter_9_5
Chandler,Monica
Ross,Rachel
Phoebe,Joey
Phoebe,waiter_9_5
Phoebe,maitre_9_5
Joey,restGuest
Chandler,Monica
Rachel,Ross
Rachel,Judy
Ross,Judy
Monica,Chandler
Phoebe,Joey
Phoebe,Joey
Phoebe,Rachel
Phoebe,Ross
Phoebe,Chandler
Phoebe,Monica
Joey,Rachel
Joey,Ross
Joey,Chandler
Joey,Monica
Rachel,Ross
Rachel,Chandler
Rachel,Monica
Ross,Chandler
Ross,Monica
Chandler,Monica
Rachel,Judy
Ross,Judy
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Judy,Phoebe
Rachel,Monica
Rachel,Joey
Rachel,Chandler
Rachel,Ross
Ross,Rachel
Ross,Monica
Ross,Joey
Ross,Chandler
Chandler,Monica
Chandler,Joey
Monica,Joey
Joey,maitre_9_5
Joey,waiter_9_5
