Source,Target
Joey,Mike(addGuy)
Joey,Phoebe
Joey,Rachel
Rachel,Monica
Ross,Chandler
Chandler,Janice
Monica,Janice
Joey,Chandler
Joey,Phoebe
Monica,Phoebe
Joey,Janice
Joey,Phoebe
Phoebe,Annie
Chandler,Monica
Chandler,Janice
Chandler,Joey
Phoebe,Chandler
Monica,Chandler
Susan,Ben
Susan,Carol
Ben,Carol
Ross,Ben
Ross,Carol
Ross,Susan
Ross,Rachel
Rachel,Joey
Monica,Joey
Monica,Rachel
Monica,Ross
Chandler,Joey
Chandler,Rachel
Chandler,Ross
Rachel,Chandler
Monica,Chandler
Monica,Joey
Ross,Joey
Joey,Chandler
Rachel,Joey
Phoebe,Joey
Phoebe,Rachel
Phoebe,Annie
Chandler,Janice
Chandler,Rachel
Chandler,Monica
Rachel,Monica
Ross,Ben
Ross,Rachel
Ross,Joey
Joey,Ben
Phoebe,Joey
Ross,Joey
Ross,Phoebe
Chandler,Janice
Phoebe,Joey
Chandler,Monica
Chandler,Rachel
Monica,Rachel
Chandler,Janice
Rachel,Monica
Ross,Carol
Susan,Ross
Monica,Ross
Monica,Susan
Monica,Carol
Monica,Ross
