Source,Target
Phoebe,Monica
Monica,comaGuy
Monica,Phoebe
Chandler,Monica
Chandler,Phoebe
Joey,Monica
Rachel,Chandler
Joey,Chandler
Rachel,Chandler
Ross,Chandler
Paolo,Rachel
Ross,Monica
Paolo,Chandler
Phoebe,Chandler
NoraBing,JayLeno
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Chandler,Paolo
Monica,comaGuy
Monica,Phoebe
Monica,comaGuy
Phoebe,comaGuy
Monica,Phoebe
Chandler,NoraBing
Ross,NoraBing
Rachel,Paolo
NoraBing,Ross
NoraBing,Rachel
NoraBing,Chandler
NoraBing,Ross
Joey,Ross
Joey,NoraBing
Joey,Ross
Chandler,Joey
Chandler,Ross
Joey,Ross
Paolo,Rachel
Rachel,Ross
Rachel,Joey
Ross,Joey
Monica,Joey
Monica,Ross
Phoebe,comaGuy
Phoebe,Monica
Ross,Chandler
Chandler,Joey
Chandler,Ross
Joey,Ross
Monica,Rachel
Rachel,Phoebe
Monica,Phoebe
Joey,Ross
Phoebe,Rachel
Phoebe,Monica
Chandler,Joey
Chandler,Ross
Monica,Phoebe
Monica,comaGuy
Phoebe,comaGuy
Chandler,NoraBing
Joey,Ross
Chandler,NoraBing
Ross,NoraBing
Ross,Chandler
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Rachel,Ross
