Source,Target
Monica,Chandler
Chandler,Joey
Phoebe,Joey
Phoebe,Monica
Phoebe,Chandler
Ross,Joey
Ross,Monica
Ross,Phoebe
Ross,Chandler
Rachel,Chandler
Rachel,Monica
Rachel,Ross
Rachel,Phoebe
Ross,Chandler
Rachel,Monica
Rachel,Chandler
Phoebe,Rachel
Phoebe,Chandler
Phoebe,Monica
Chandler,Monica
Chandler,Rachel
Chandler,Phoebe
Rachel,Monica
Chandler,Joey
Joey,Rachel
Phoebe,Monica
Phoebe,Chandler
Gunther,Dave
Chandler,Monica
Chandler,Rachel
Chandler,Phoebe
Chandler,Joey
Joey,Monica
Joey,Phoebe
Joey,Rachel
Rachel,Dave
Rachel,Ross
Rachel,Monica
Monica,Joey
Ross,Rachel
Ross,Monica
Rachel,Monica
Monica,Joey
Phoebe,Joey
Phoebe,Monica
Phoebe,Chandler
Chandler,Rachel
Chandler,Phoebe
Chandler,Monica
Phoebe,Ross
Phoebe,Chandler
Phoebe,Joey
Phoebe,Rachel
Phoebe,Monica
Rachel,Monica
Rachel,Ross
Ross,Chandler
Ross,Joey
Ross,Phoebe
Chandler,Joey
Chandler,Phoebe
Joey,Phoebe
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Phoebe,Rachel
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Rachel,Ross
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Joey,Chandler
Joey,Ross
Chandler,Ross
Chandler,Monica
