Source,Target
Rachel,Chandler
Chandler,mailman
Janice,Chandler
Janice,Rachel
Monica,Joey
Rachel,Joey
Chandler,Janice
Joey,Janice
Monica,Janice
Phoebe,Janice
Rachel,Janice
Chandler,Phoebe
Chandler,Rachel
Chandler,Joey
Ross,Emily
Liam,Emily
Devon,Emily
Liam,Devon
Chandler,Janice
Monica,Phoebe
Monica,Joey
Rachel,Joey
Phoebe,Monica
Phoebe,Ross
Joey,Ross
Chandler,Janice
Ross,Janice
Chandler,Joey
Phoebe,Janice
Ross,Joey
Ross,Rachel
Ross,Phoebe
Ross,Emily
Ross,Joey
Phoebe,Joey
Ross,Liam
Ross,Devon
Monica,Rachel
Chandler,Janice
Chandler,tktcterAttendant
Emily,Phoebe
Emily,Joey
Ross,Joey
Ross,Phoebe
Ross,Emily
Rachel,Monica
Ross,Phoebe
Ross,Joey
Ross,Emily
Chandler,Janice
Rachel,Monica
Phoebe,Joey
