Source,Target
Rachel,Monica
Phoebe,Rachel
Chandler,Rachel
Phoebe,Chandler
Joey,Chandler
Rachel,Ross
Rachel,Chandler
Chandler,Monica
Ross,Rachel
Ross,Chandler
Rachel,Chandler
Joey,Phoebe
Ross,Phoebe
Chandler,Phoebe
Joey,Phoebe
Chandler,Phoebe
Rachel,Ross
Joey,Ross
Monica,Ross
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
Chandler,Ross
Rachel,Monica
Monica,Joey
Monica,Chandler
Monica,Phoebe
Chandler,Phoebe
Phoebe,Ross
Phoebe,Chandler
Monica,Rachel
Joey,Ross
Chandler,Phoebe
Joey,Phoebe
Phoebe,Chandler
Phoebe,Ross
Phoebe,Joey
Chandler,Ross
Chandler,Joey
Monica,Ethan
Monica,Ethan
Ross,Phoebe
Chandler,Rachel
Rachel,Joey
Rachel,Ross
Rachel,Chandler
Rachel,Joey
Phoebe,Chandler
Phoebe,Joey
Monica,Rachel
Monica,Ross
Joey,Monica
Monica,Chandler
Ross,Chandler
Ross,Joey
Joey,Chandler
Phoebe,Chandler
Phoebe,Joey
Phoebe,Rachel
Phoebe,Ross
Phoebe,Chandler
Phoebe,Chandler
Ross,Monica
Ross,Joey
Monica,Ethan
Rachel,Ross
Rachel,Joey
Monica,Ethan
Chandler,Phoebe
Chandler,Gerston
Chandler,Petrie
Chandler,Santos
Ross,Rachel
Ross,Monica
Ross,Rachel
Ross,Joey
Ross,Monica
