Source,Target
Rachel,Emma
Ross,Emma
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Chandler,Phoebe
Phoebe,Ross
Rachel,Joey
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Phoebe,Rachel
Chandler,realtorNancy
Chandler,Phoebe
Chandler,Rachel
Phoebe,Rachel
Chandler,Monica
Rachel,Phoebe
Rachel,Ross
Rachel,Joey
Ross,Joey
Phoebe,Ross
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Ross
Monica,Chandler
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Rachel,Ross
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Chandler,Monica
Chandler,Joey
Chandler,Rachel
Chandler,Phoebe
Chandler,Ross
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Rachel,Ross
Rachel,LeonardGreen
Rachel,Ross
Rachel,Monica
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Ross,Rachel
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Ross
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Rachel,Monica
Joey,Phoebe
Monica,Phoebe
Monica,Joey
Monica,Rachel
Chandler,Monica
Chandler,Joey
Monica,Joey
Ross,Chandler
Ross,Joey
Chandler,Joey
Ross,Monica
Ross,Rachel
Chandler,Ross
Monica,Rachel
Chandler,Joey
Rachel,Chandler
Rachel,Joey
Rachel,Monica
Rachel,Ross
Ross,Monica
Ross,Chandler
Chandler,Monica
Rachel,Joey
Rachel,Ross
Rachel,Monica
Rachel,Chandler
Joey,Ross
Joey,Monica
Joey,Chandler
Monica,Rachel
Monica,Phoebe
Rachel,Phoebe
Monica,Chandler
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Rachel,Ross
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Rachel,Ross
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
Chandler,realtorNancy
Monica,Chandler
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Ross
Joey,Chandler
Joey,Monica
Ross,Chandler
Ross,Monica
Rachel,Chandler
Rachel,Monica
Phoebe,Chandler
Phoebe,Monica
Chandler,Joey
Chandler,Monica
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Joey,Ross
Joey,Rachel
Joey,Phoebe
