Source,Target
Monica,Chandler
Phoebe,Rachel
Phoebe,Chandler
Phoebe,Monica
Ross,Monica
Ross,Rachel
Ross,Phoebe
Ross,Chandler
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Monica,Chandler
Monica,Chandler
Monica,Phoebe
Chandler,Phoebe
Joey,Rachel
Monica,Chandler
Monica,maitre_7_10
Chandler,maitre_7_10
Monica,Chandler
Ben,Ross
Monica,Chandler
Chandler,maitre_7_10
Joey,Rachel
Joey,Phoebe
Rachel,Phoebe
Monica,Chandler
Monica,Phoebe
Chandler,Phoebe
Phoebe,Rachel
Phoebe,Joey
Rachel,Joey
Rachel,Phoebe
Ross,salesman7_10
Ross,Monica
Ross,Ben
Monica,Ben
Ross,Monica
Ross,Ben
Ross,Chandler
Monica,Ben
Monica,Chandler
Ben,Chandler
Joey,Ross
Joey,Monica
Joey,Ben
Joey,Chandler
Rachel,Phoebe
Ross,Ben
Ross,Chandler
Ross,Monica
Ross,Joey
Rachel,Ross
Rachel,Chandler
Rachel,Monica
Rachel,Joey
Phoebe,Ross
Phoebe,Chandler
Phoebe,Monica
Phoebe,Joey
Rachel,Joey
