Source,Target
Charlie,Joey
Charlie,Rachel
Rachel,Joey
Phoebe,Rachel
Phoebe,Joey
Phoebe,Charlie
Joey,Rachel
Joey,Phoebe
Joey,Charlie
Monica,Chandler
Monica,Chandler
Monica,DrConnely
Chandler,DrConnely
Charlie,Joey
Charlie,Ross
Ross,Charlie
Ross,Joey
Ross,Rachel
Ross,Chandler
Chandler,Joey
Chandler,Ross
Joey,Ross
Ross,ProfSherman
Phoebe,Rachel
cologneSpritzer,Phoebe
Phoebe,Charlie
Rachel,Charlie
Rachel,Phoebe
Monica,Chandler
Monica,Zack
Chandler,Zack
Phoebe,Rachel
Rachel,dress.RoomWoman
Ross,Joey
Chandler,Zack
Monica,Zack
Chandler,Monica
Rachel,Phoebe
Rachel,Charlie
Ross,ProfSherman
Phoebe,Joey
Phoebe,David
Rachel,Charlie
Zack,Chandler
Monica,Chandler
Chandler,Zack
Zack,Jeanette
Chandler,Jeanette
