Source,Target
Rachel,Joey
Rachel,Monica
Rachel,Joey
Rachel,Chandler
Monica,Joey
Monica,Chandler
Joey,Chandler
Ross,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Monica,Phoebe
Monica,Joey
Phoebe,Joey
Phoebe,fan
Joey,Phoebe
Joey,fan
Gunther,Joey
Jill,Rachel
Chandler,Rachel
Monica,Rachel
Joey,Chandler
Joey,Rachel
Joey,Monica
Ross,Chandler
Ross,Rachel
Ross,Monica
Ross,Joey
Ross,Chandler
Ross,Rachel
Ross,Monica
Joey,Ross
Joey,Chandler
Joey,Rachel
Joey,Monica
Rachel,Joey
Rachel,Ross
Rachel,Chandler
Rachel,Monica
Monica,Rachel
Monica,Joey
Monica,Ross
Monica,Chandler
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Chandler,Monica
Jill,Ross
Rachel,Jill
Phoebe,Ursula
Rachel,Ross
Ross,Jill
Joey,Phoebe
Ross,Rachel
Monica,Chandler
Chandler,Ross
Chandler,Rachel
Chandler,Monica
Jill,Rachel
Jill,Ross
Ross,Joey
Chandler,Rachel
Chandler,Monica
Chandler,Joey
Chandler,Ross
