Source,Target
Ross,Chandler
Chandler,Caitlin
Phoebe,Rachel
Ross,Chandler
Ross,Phoebe
Ross,Rachel
Chandler,Phoebe
Chandler,Rachel
Phoebe,Rachel
Joey,grandmaTribbiani
Joey,Chandler
Joey,Phoebe
Joey,Rachel
Joey,Ross
grandmaTribbiani,Chandler
grandmaTribbiani,Phoebe
grandmaTribbiani,Rachel
grandmaTribbiani,Ross
Chandler,Phoebe
Chandler,Rachel
Chandler,Ross
Phoebe,Rachel
Phoebe,Ross
Rachel,Ross
Chandler,Monica
Rachel,Phoebe
Monica,Phoebe
Phoebe,grandmaTribbiani
Rachel,Phoebe
Joey,grandmaTribbiani
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Monica,Rachel
Ross,Caitlin
Chandler,Caitlin
Chandler,Ross
Chandler,Monica
Ross,Rachel
Rachel,Chandler
Monica,Phoebe
Rachel,Phoebe
Ross,Phoebe
Monica,Chandler
Joey,Monica
Joey,Chandler
Joey,Phoebe
Joey,Ross
Joey,Rachel
Joey,grandmaTribbiani
Chandler,grandmaTribbiani
Rachel,Phoebe
Monica,Phoebe
Monica,Rachel
Ross,Phoebe
Monica,Chandler
Monica,Joey
Ross,Joey
Chandler,grandmaTribbiani
Phoebe,Rachel
Phoebe,Monica
Rachel,Monica
Ross,Rachel
Ross,Chandler
Ross,grandmaTribbiani
Ross,Monica
Ross,Caitlin
Monica,Chandler
Ross,Chandler
Ross,Phoebe
Ross,Rachel
Caitlin,Rachel
Rachel,Ross
Joey,Chandler
Joey,Monica
Joey,grandmaTribbiani
Joey,Phoebe
Joey,Ross
Chandler,Joey
Chandler,Phoebe
Chandler,Monica
Chandler,Ross
