Source,Target
Ross,Joey
Ross,Chandler
Ross,Phoebe
Ross,Rachel
Joey,Ross
Joey,Chandler
Joey,Phoebe
Joey,Rachel
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Ross,Rachel
Monica,Joey
Monica,Chandler
Joey,Chandler
Rachel,Ross
Rachel,Katie_8_21
Ross,Katie_8_21
Rachel,Phoebe
Rachel,Chandler
Phoebe,Chandler
Joey,Monica
Joey,foodCritic
Monica,foodCritic
Monica,cook.ClassTeacher
Rachel,Ross
Ross,Katie_8_21
Rachel,Katie_8_21
Chandler,Phoebe
Joey,cook.ClassTeacher
Monica,cook.ClassTeacher
Chandler,Phoebe
Monica,cook.ClassTeacher
Monica,Joey
Joey,cook.ClassTeacher
Chandler,MrTyler
Rachel,Ross
Joey,Monica
