Source,Target
registrar,Emily
registrar,Ross
Rachel,woman_5_1
Ross,Emily
Jack,Judy
Joey,Chandler
Ross,Emily
Ross,Monica
Ross,Joey
Ross,Chandler
Ross,Rachel
Jack,Ross
Ross,Joey
Phoebe,AndreaWaltham
Chandler,Monica
Rachel,Monica
Jack,Judy
Jack,StevenWaltham
Judy,StevenWaltham
Monica,Joey
Monica,Chandler
Rachel,Ross
Ross,Joey
Rachel,Joey
Monica,Chandler
Rachel,Chandler
Rachel,Monica
Rachel,Phoebe
Chandler,Monica
Joey,Chandler
Monica,Joey
Monica,Chandler
Ross,Chandler
Ross,Monica
Ross,StevenWaltham
Ross,AndreaWaltham
StevenWaltham,AndreaWaltham
Rachel,Ross
Rachel,Monica
Rachel,Chandler
Ross,StevenWaltham
Rachel,Monica
AndreaWaltham,Ross
StevenWaltham,AndreaWaltham
Monica,Chandler
Chandler,Joey
Joey,Monica
Phoebe,Monica
Phoebe,Chandler
Phoebe,Joey
Chandler,Monica
Rachel,Ross
Ross,Emily
Rachel,flightAttendant
