Source,Target
Rachel,Ross
Monica,Erica
Monica,Chandler
Chandler,Erica
Joey,Phoebe
Joey,duckJr
Joey,chickJr
Phoebe,chickJr
Phoebe,duckJr
Joey,Ross
Phoebe,Ross
Rachel,Ross
Rachel,Joey
Rachel,Phoebe
Joey,Phoebe
Rachel,Ross
Monica,Erica
Erica,Chandler
Monica,Chandler
Monica,doctor_10_17
doctor_10_17,Erica
doctor_10_17,babyJack
Monica,babyJack
Chandler,babyJack
Chandler,doctor_10_17
Monica,babyJack
nurse_10_17,babyJack
Erica,Monica
Erica,Chandler
Erica,doctor_10_17
Monica,doctor_10_17
doctor_10_17,Chandler
Monica,doctor_10_17
doctor_10_17,Chandler
Monica,Erica
Erica,doctor_10_17
Chandler,Erica
Chandler,Monica
doctor_10_17,Erica
doctor_10_17,Chandler
doctor_10_17,Monica
Ross,Phoebe
Ross,Joey
Joey,Phoebe
Joey,Ross
Joey,Rachel
Phoebe,Ross
Phoebe,Rachel
Ross,Rachel
Gunther,Rachel
Rachel,Ross
Rachel,Phoebe
Rachel,Joey
Ross,Phoebe
Ross,Joey
Monica,Chandler
Monica,babyJack
Chandler,babyErica
Monica,Erica
Monica,Chandler
Chandler,Erica
Monica,Chandler
Joey,Phoebe
Ross,Joey
Ross,Phoebe
Phoebe,Ross
Mike,Phoebe
Mike,Joey
Mike,Ross
Rachel,Phoebe
Rachel,Joey
Phoebe,Joey
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Rachel,Ross
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Joey,Chandler
Joey,Ross
Chandler,Ross
Mike,Rachel
Mike,Monica
Mike,Phoebe
Mike,Joey
Mike,Chandler
Mike,Ross
Rachel,babyErica
Monica,babyErica
Phoebe,babyErica
Joey,babyErica
Chandler,babyErica
Ross,babyErica
Rachel,babyJack
Monica,babyJack
Phoebe,babyJack
Joey,babyJack
Chandler,babyJack
Ross,babyJack
Mike,Phoebe
Rachel,Chandler
Rachel,Monica
Ross,Rachel
Ross,Phoebe
Ross,Joey
Joey,Phoebe
Ross,Chandler
Ross,Monica
Ross,Mike
Joey,Chandler
Chandler,Monica
Phoebe,Chandler
Phoebe,Monica
Phoebe,Mike
