Source,Target
Chandler,Joey
Chandler,Monica
Chandler,Phoebe
Chandler,Ross
Monica,Chandler
Monica,Joey
Monica,Phoebe
Monica,Ross
Gunther,Chandler
Ross,Chandler
Ross,Joey
Ross,Monica
Ross,Phoebe
Monica,Joey
Rachel,Joey
Rachel,Monica
Joey,Monica
Chandler,intern
castingDir_9_15,Joey
Joey,LeonardHayes
Joey,LeonardHayes
femaleProducer,Joey
femaleProducer,LeonardHayes
Joey,LeonardHayes
Joey,femaleProducer
Ross,Phoebe
Phoebe,Lowell
Ross,Lowell
Monica,Joey
Monica,Joey
Monica,Chandler
Joey,Chandler
Monica,Phoebe
Monica,Ross
Phoebe,Ross
Monica,Phoebe
Joey,castingDir_9_15
LeonardHayes,Joey
Monica,Rachel
Monica,Chandler
Joey,Monica
Joey,Rachel
Chandler,Rachel
Ross,Phoebe
Chandler,intern
Chandler,bossSteve
bossSteve,intern
Phoebe,Ross
Joey,LeonardHayes
Monica,Ross
