Source,Target
Joey,Rachel
Ross,Rachel
Ross,Joey
Joey,Phoebe
Chandler,Monica
Chandler,Rachel
Monica,Rachel
Phoebe,Joey
Chandler,Emma
Chandler,Monica
Ross,waiter_s8&s9
Chandler,Monica
Rachel,Steve
Rachel,Phoebe
Phoebe,Joey
Chandler,Monica
Joey,Emma
Ross,waiter_s8&s9
waiter_s8&s9,waiter_9_14
Chandler,Monica
Rachel,Steven
Rachel,Monica
Chandler,Joey
Chandler,Emma
Chandler,Monica
Joey,Emma
Joey,Monica
Emma,Monica
Rachel,Steve
Ross,Rachel
Phoebe,Joey
Ross,Rachel
Phoebe,Joey
Ross,Phoebe
Ross,Joey
Rachel,Phoebe
Rachel,Joey
Ross,Joey
Joey,waiter_s8&s9
Ross,waiter_s8&s9
waiter_s8&s9,Steve
