Source,Target
Chandler,Joey
Rachel,Chandler
Rachel,Joey
Rachel,Molly
Ross,Molly
Ross,Emma
Ross,Chandler
Ross,Joey
Molly,Emma
Chandler,Joey
Chandler,Ross
Chandler,Rachel
Joey,Rachel
Ross,Rachel
Ross,Joey
Ross,Chandler
Mike,Phoebe
Rachel,Gavin
Rachel,Gavin
Rachel,Heather
Gavin,Heather
Molly,Emma
Joey,Molly
Chandler,Monica
Chandler,Ross
Monica,Ross
Molly,Emma
Molly,Ross
Emma,Ross
Ross,Joey
Chandler,Monica
Joey,Monica
Phoebe,Mike
Chandler,Ross
Chandler,Joey
Rachel,Gavin
Monica,Gavin
Rachel,Monica
Rachel,Molly
Rachel,Phoebe
Mike,Phoebe
Mike,Rachel
Phoebe,Rachel
Chandler,Ross
Molly,Joey
Ross,Molly
Ross,Joey
Ross,Chandler
Joey,Chandler
Tabitha,Ross
Molly,Tabitha
Ross,Joey
Ross,Chandler
Joey,Chandler
Phoebe,Mike
Rachel,Monica
Rachel,Gavin
Monica,Gavin
Ross,Rachel
Ross,Gavin
Chandler,Phoebe
Phoebe,Monica
Phoebe,Chandler
Monica,Chandler
