Source,Target
Phoebe,Joey
Monica,Joey
Ross,Monica
Ross,Phoebe
Ross,Joey
Joey,Monica
Joey,Phoebe
Joey,Rachel
Chandler,Joey
Chandler,Monica
Chandler,Phoebe
Chandler,Ross
Chandler,Rachel
Joey,Monica
Joey,Rachel
Joey,Phoebe
Joey,Ross
Ross,Rachel
Chandler,duck
Chandler,chick
Rachel,Joshua
Rachel,MrWaltham
Joshua,MrWaltham
Chandler,Monica
Chandler,Ross
Chandler,Phoebe
Joey,Monica
Joey,Phoebe
Joey,Ross
Joey,Chandler
Rachel,Monica
Rachel,Phoebe
Rachel,Ross
Emily,Monica
Emily,Rachel
Rachel,Ross
Joey,Monica
Rachel,Phoebe
Rachel,Monica
Chandler,Monica
Monica,Ross
Chandler,Rachel
Emily,Ross
Monica,Rachel
Monica,Chandler
Phoebe,Chandler
Joey,director_4_14
Joey,C.Heston
Monica,Chandler
Phoebe,patron_4_14
Rachel,Phoebe
Chandler,Phoebe
Joey,C.Heston
Chandler,Monica
Chandler,Phoebe
Rachel,Monica
Rachel,Phoebe
Chandler,Monica
Chandler,Phoebe
Chandler,Rachel
Chandler,Joey
Ross,Monica
Ross,Phoebe
Ross,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Rachel
