Source,Target
Phoebe,Richard
Phoebe,Monica
Phoebe,Ross
Phoebe,Rachel
Monica,Richard
Ross,Rachel
Monica,Chandler
Monica,Joey
Chandler,Joey
Richard,Chandler
Richard,Joey
Richard,Monica
Ross,Ben
Carol,Ben
Carol,Ross
Susan,Ross
Phoebe,Monica
Phoebe,Rachel
Chandler,Monica
Joey,Monica
Joey,Chandler
Rachel,Chandler
Chandler,Richard
Joey,Richard
Carol,Susan
Monica,Carol
Ross,Ben
Carol,Ben
Joey,Monica
Joey,Ross
Chandler,Monica
Chandler,Ross
Chandler,Joey
Ross,Ben
Ross,Rachel
Rachel,Ben
Phoebe,Richard
Phoebe,Monica
Chandler,Richard
Chandler,Monica
Richard,Monica
Monica,Phoebe
Rachel,Phoebe
Rachel,Monica
Ross,Rachel
Phoebe,Monica
Richard,Joey
Richard,Chandler
Joey,Chandler
Richard,Monica
Joey,Richard
Joey,Monica
Monica,Chandler
Richard,Monica
Ross,Rachel
Ben,Rachel
Carol,Rachel
Richard,Ben
Susan,Ross
Carol,Ross
Ross,Ben
Ben,Phoebe
