Source,Target
frontDeskClerk,Rachel
frontDeskClerk,Phoebe
Phoebe,Joey
frontDeskClerk,Joey
frontDeskClerk,Chandler
frontDeskClerk,Monica
Monica,Chandler
Chandler,Rachel
Chandler,Joey
Rachel,Monica
Monica,frontDeskClerk
Phoebe,Joey
Monica,Joey
Chandler,Ross
Phoebe,Monica
Rachel,Monica
Rachel,Phoebe
Monica,Phoebe
Rachel,Joey
Joey,Phoebe
Phoebe,Monica
Chandler,Ross
Phoebe,Rachel
Joey,Monica
Joey,Phoebe
Monica,Joey
Monica,Phoebe
Joey,Phoebe
Monica,Joey
Monica,Phoebe
Joey,Phoebe
Chandler,Ross
Chandler,man@wedding
Chandler,woman@wedding
Ross,woman@wedding
Phoebe,Rachel
Tag,Rachel
Tag,Phoebe
Chandler,Ross
Ross,anxiousGuest
Chandler,Ross
Chandler,bride
Tag,Rachel
Tag,Phoebe
Phoebe,Rachel
Tag,Rachel
Monica,Joey
Rachel,Monica
Rachel,Joey
Rachel,Phoebe
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Phoebe
Monica,Chandler
Monica,Ross
Chandler,Ross
Ross,Phoebe
Ross,Joey
Ross,Monica
Ross,Tag
