Source,Target
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Joey,Ross
Monica,Joey
Monica,Ross
Rachel,Phoebe
Monica,Chandler
Ross,Monica
Ross,Chandler
Rachel,Emma
Ross,Rachel
Ross,Monica
Ross,Chandler
Rachel,Monica
Rachel,Chandler
Phoebe,Joey
Phoebe,Joey
Phoebe,Monica
Phoebe,Chandler
Phoebe,Erica
Joey,Monica
Joey,Chandler
Joey,Erica
Monica,Chandler
Monica,Erica
Chandler,Erica
Joey,Erica
Joey,Chandler
Phoebe,Erica
Joey,Erica
Chandler,Monica
Chandler,Erica
Ross,nurse_10_13
Rachel,nurse_10_13
Rachel,Ross
Ross,nurse_10_13
Rachel,LeonardGreen
nurse_10_13,Rachel
Ross,LeonardGreen
Phoebe,Joey
Ross,Rachel
Monica,Erica
Monica,Chandler
Erica,Chandler
Monica,Chandler
Joey,guyOnTape
Phoebe,Joey
Ross,Rachel
Rachel,LeonardGreen
Ross,LeonardGreen
Monica,Chandler
Monica,Erica
Chandler,Erica
Monica,Chandler
Joey,director_10_13
Joey,castingAssistant
Phoebe,director_10_13
Phoebe,Joey
Rachel,Ross
Phoebe,Joey
