Source,Target
Monica,Ross
Monica,Rachel
Monica,Joey
Rachel,Monica
Phoebe,Rachel
Monica,Phoebe
Monica,Rachel
Ross,Rachel
Rachel,Joey
Ross,Rachel
Ross,woman_7_22
Rachel,woman_7_22
Monica,Chandler
Monica,Phoebe
Chandler,Phoebe
Rachel,Ross
Phoebe,Jake
Joey,Jake
Monica,Chandler
Phoebe,Joey
Ross,Rachel
Monica,Chandler
waiterInDrag,Monica
waiterInDrag,Chandler
Rachel,Ross
Rachel,policeman1
Ross,policeman1
Monica,Chandler
HelenaHandbasket,BakersfieldGuy
Monica,Chandler
Chandler,HelenaHandbasket
Joey,Phoebe
Chandler,HelenaHandbasket
Monica,Chandler
Monica,HelenaHandbasket
Chandler,HelenaHandbasket
Monica,Chandler
Rachel,Ross
Ross,policeman2
Joey,Phoebe
Joey,womanWithJoey
