Source,Target
Rachel,Joey
Phoebe,Rachel
Monica,Rachel
Monica,Phoebe
Monica,Joey
Phoebe,Joey
Monica,Chandler
Monica,Phoebe
Phoebe,Chandler
Monica,Will
Chandler,Will
Phoebe,Will
Monica,Joey
Joey,Will
Ross,Will
Rachel,Will
Rachel,Monica
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Monica,Will
Monica,Joey
Rachel,Will
Rachel,Joey
Rachel,Ross
Will,Ross
Monica,Will
Monica,Ross
Phoebe,Will
Rachel,Monica
Rachel,Chandler
Joey,Monica
Rachel,Ross
Rachel,Will
Monica,Rachel
Monica,Ross
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
Phoebe,Ross
Phoebe,Will
Monica,Rachel
Monica,Ross
Will,Rachel
Will,Joey
Will,Ross
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Joey,Will
