Source,Target
Joey,Phoebe
Chandler,Joey
Chandler,Phoebe
Chandler,Rachel
Joey,Phoebe
Joey,Rachel
Phoebe,Rachel
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Joey,actress(Eva)
Joey,Ross
Joey,Monica
Joey,Rachel
Joey,Chandler
Joey,Phoebe
Joey,Monica
Chandler,Ross
Chandler,Joey
Ross,Joey
Monica,restManager
Rachel,Monica
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Phoebe,Paolo
Ross,Donald
Joey,Ross
Joey,Chandler
Chandler,duck
Chandler,chick
Chandler,Monica
Chandler,Joey
Chandler,Phoebe
Chandler,Joey
Chandler,Joey
Chandler,Joey
Chandler,Joey
Chandler,Joey
Joey,Lorraine
Lorraine,Chandler
Janice,Chandler
Janice,Joey
Chandler,Ross
Joey,Chandler
Ross,Joey
Chandler,Joey
Chandler,Monica
Chandler,Rachel
Monica,Rachel
Ross,Rachel
Chandler,Rachel
Monica,Rachel
Phoebe,Monica
Phoebe,Rachel
Joey,Chandler
Joey,Chandler
Chandler,Joey
Chandler,Joey
Chandler,Joey
Chandler,Joey
Chandler,Joey
Chandler,Joey
Chandler,Joey
Chandler,Joey
Chandler,Joey
Phoebe,Joey
Phoebe,Ross
Joey,Ross
