Source,Target
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Rachel,Ross
Tag,Rachel
Tag,Monica
Tag,Phoebe
Tag,Joey
Tag,Chandler
Tag,Ross
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Monica,Rachel
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Rachel,Ross
Joey,Ross
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Joey,Rachel
Monica,Rachel
Joey,Rachel
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Rachel,Ross
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Tag,Rachel
Tag,Monica
Tag,Joey
Tag,Chandler
Tag,Ross
Monica,Rachel
Monica,Ross
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Rachel,Ross
Rachel,Tag
Monica,Phoebe
Chandler,Joey
Chandler,Jack
Chandler,Judy
Jack,Judy
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Rachel,Ross
Rachel,Judy
Rachel,Jack
Chandler,Monica
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Monica,Jack
Monica,Judy
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Ursula,Phoebe
Chandler,Monica
Chandler,Phoebe
Phoebe,Monica
Chandler,Joey
Chandler,Rachel
Chandler,Ross
Rachel,Chandler
Rachel,Ross
Rachel,Ross
Rachel,Tag
Ross,Tag
Rachel,Chandler
Chandler,Joey
Monica,Chandler
Rachel,Phoebe
Rachel,Chandler
Rachel,Ross
Rachel,Monica
Tag,Rachel
Tag,Monica
Tag,Phoebe
Tag,Joey
Tag,Chandler
Tag,Ross
Chandler,Ross
Chandler,Monica
Ross,Monica
Monica,Chandler
Ross,Monica
Ross,Chandler
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Chandler,Phoebe
Chandler,Monica
Chandler,Jack
Chandler,Judy
Monica,Jack
Monica,Judy
Jack,Judy
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Monica,Jack
Monica,Judy
Jack,Judy
Phoebe,Ross
Phoebe,Jack
Phoebe,Judy
Phoebe,Joey
Phoebe,Chandler
Phoebe,Rachel
Phoebe,Monica
Joey,Chandler
Joey,Monica
Joey,Rachel
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Joey,Phoebe
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
Joey,Ross
Rachel,Joey
Rachel,Tag
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Rachel,Ross
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Joey,Ross
Ross,manInSportscar
