Source,Target
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Phoebe,Chandler
Phoebe,Monica
Phoebe,Rachel
Monica,Phoebe
Monica,Chandler
Joey,Monica
Joey,Chandler
Joey,Phoebe
Joey,Rachel
Chandler,Monica
Chandler,Ross
Phoebe,Monica
Phoebe,Chandler
Ross,Joey
Ross,Chandler
Ross,Monica
Rachel,Joey
Phoebe,Monica
Phoebe,Monica
Phoebe,Joey
Monica,Joey
Chandler,Ross
Chandler,Monica
Chandler,Phoebe
Ross,Monica
Ross,Phoebe
Monica,Phoebe
Chandler,Ross
Chandler,Jack
Ross,Jack
Chandler,Ross
Chandler,Monica
Ross,Monica
Chandler,Ross
Chandler,Rachel
Ross,Rachel
Ross,Rachel
Ross,Joey
Rachel,Joey
Rachel,Joey
Monica,Phoebe
Monica,Ross
Phoebe,Ross
Rachel,Joey
Phoebe,Ross
Phoebe,Monica
Ross,Monica
Jack,Chandler
Joey,Rachel
Phoebe,Ross
Phoebe,Monica
Joey,Rachel
