Source,Target
Monica,Mike
Monica,Phoebe
Chandler,Mike
Chandler,Phoebe
Mike,Phoebe
Chandler,Monica
Ross,Monica
Ross,Chandler
Ross,Mike
Ross,Phoebe
Rachel,Ross
Rachel,Monica
Rachel,Chandler
Rachel,Mike
Rachel,Phoebe
Joey,Monica
Joey,Mike
Joey,Ross
Joey,Rachel
Joey,Chandler
Joey,Phoebe
Phoebe,Monica
Monica,Chandler
Phoebe,Chandler
Phoebe,Mike
Monica,Joey
Chandler,Joey
Phoebe,Joey
Phoebe,Mike
Joey,Mike
Rachel,maitreD
Rachel,MrZelner
Rachel,MrCampbell
Phoebe,clerk_10_14
Chandler,Phoebe
Monica,Phoebe
Rachel,Phoebe
Rachel,Chandler
Rachel,Monica
Ross,Gunther
Ross,Rachel
Ross,Monica
Ross,Chandler
Ross,Phoebe
Ross,Rachel
Chandler,realtor
Monica,realtor
Joey,Monica
Joey,Chandler
Mike,Phoebe
Joey,Mackenzie
Rachel,RLaurenEmpl.
Rachel,Ross
Rachel,Marc
Ross,Marc
Monica,Chandler
Monica,Joey
Chandler,Joey
Mike,Phoebe
Phoebe,Rita
Mike,Rita
Phoebe,Mike
Ross,Chandler
Ross,Monica
Chandler,Monica
Rachel,Ross
Rachel,Chandler
Rachel,Monica
Joey,Mackenzie
