Source,Target
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Ross,Monica
Ross,Rachel
Ross,Phoebe
Joey,Monica
Joey,Chandler
Joey,Ross
Phoebe,Ursula
Rachel,Monica
Rachel,girlWitch
Rachel,boyClown
Rachel,cowGirl
Monica,Phoebe
Chandler,Monica
Joey,Monica
Joey,Chandler
Phoebe,Chandler
Rachel,ballerina
Rachel,Phoebe
Ross,Monica
Ross,Chandler
Ross,Rachel
Ross,Phoebe
Phoebe,Eric
Monica,Joey
Phoebe,Monica
Phoebe,Joey
Monica,Joey
Rachel,Lelani
Mona,Chandler
Ross,Mona
Eric,Phoebe
Eric,Ursula
Phoebe,Ursula
Mona,Ross
Mona,Chandler
Ross,Chandler
Ross,Chandler
Ross,Joey
Ross,Monica
Joey,Mona
Gunther,Rachel
Rachel,boyInCape
Monica,Chandler
Phoebe,Joey
Phoebe,Ursula
Phoebe,Eric
Ursula,Eric
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Ross,Chandler
Joey,Mona
Mona,Ross
Eric,Phoebe
Rachel,Joey
Chandler,Monica
Chandler,Monica
Chandler,Ross
Monica,Ross
Chandler,Monica
