Source,Target
Chandler,Monica
Rachel,Monica
Rachel,Chandler
Rachel,Ross
Rachel,Phoebe
Ross,Phoebe
Rachel,Joey
Ross,Phoebe
Monica,Phoebe
Monica,Rachel
Monica,Chandler
Ross,Chandler
Ross,Phoebe
Rachel,Dina
Rachel,Joey
Dina,Joey
Monica,Chandler
Rachel,Dina
Joey,Dina
Joey,Rachel
Ben,Phoebe
Phoebe,Jenny
Monica,Chandler
Rachel,Dina
Bobby,Joey
Bobby,Dina
Bobby,Rachel
Phoebe,Trudy
Monica,Chandler
Joey,Rachel
Joey,Dina
Joey,Bobby
Rachel,Dina
Rachel,Bobby
Dina,Bobby
Phoebe,Ross
