Source,Target
Ross,Rachel
Ross,Phoebe
Rachel,Phoebe
Ross,Phoebe
Phoebe,Rachel
Chandler,Monica
Chandler,Joey
Monica,Joey
Chandler,Monica
Monica,Phoebe
Phoebe,Ross
Monica,Ross
Phoebe,Ross
Phoebe,Meg
Phoebe,Karin
Phoebe,Stephanie
Ross,Meg
Ross,Karin
Ross,Stephanie
Chandler,Monica
Rachel,Chandler
Rachel,Monica
Ross,Phoebe
Rachel,Monica
Chandler,Monica
Chandler,Rachel
Chandler,Joey
Monica,Chandler
Monica,Joey
Ross,Russel
Monica,Rachel
Ross,Phoebe
Ross,Rachel
Phoebe,Joey
