Source,Target
Ben,Ross
Ben,Chandler
Phoebe,Monica
Monica,Ross
Phoebe,Ross
Phoebe,Chandler
Chandler,Monica
Chandler,Joey
Rachel,Monica
Rachel,Chandler
Rachel,Joey
Tag,Rachel
Monica,Chandler
Monica,Joey
Monica,Phoebe
Monica,Chandler
Monica,Ross
Ross,Phoebe
Ross,Chandler
Monica,Chandler
Monica,neighborGary
Chandler,neighborGary
Rachel,Tag
Ross,Monica
Ross,Chandler
Ross,Joey
Monica,Chandler
Monica,Joey
Chandler,Joey
Phoebe,Ross
Phoebe,Monica
Phoebe,Chandler
Phoebe,Joey
Rachel,Monica
Rachel,Chandler
Rachel,Joey
Monica,Chandler
Monica,Joey
Chandler,Joey
Monica,neighborWoman
Monica,Chandler
Joey,Chandler
Ross,Phoebe
Ross,Monica
Ross,Phoebe
Rachel,Tag
MrZelner,Tag
MrZelner,Rachel
Tag,Rachel
Tag,Rachel
Chandler,Monica
Chandler,Joey
Monica,Joey
Ross,Phoebe
