Source,Target
Monica,Phoebe
Phoebe,Tim
Monica,Tim
Chandler,MrFranklin
Chandler,Ross
Chandler,Bob@office
Chandler,Ross
Chandler,Bob@office
Joey,Rachel
Joey,Kash
Kash,Rachel
Monica,Phoebe
Rachel,Joey
Chandler,Bob@office
Chandler,MrFranklin
Phoebe,Monica
Chandler,Bob@office
Ross,Rachel
Ross,Joey
Rachel,Joey
Kash,Ross
Kash,Joey
Kash,Rachel
Phoebe,Tim
Monica,Tim
Ross,Joey
Bob@office,Chandler
Tim,Monica
Tim,Monica
Tim,Phoebe
Monica,Phoebe
Ross,Rachel
Ross,Mona
Rachel,Mona
Bob@office,Chandler
