Source,Target
Rachel,Monica
Joey,Ross
Ross,Monica
Ross,Joey
Ross,Rachel
Ross,Monica
Chandler,Ross
Chandler,Joey
Chandler,Rachel
Chandler,Monica
Chandler,Joey
Joey,Monica
Joey,Phoebe
Chandler,Phoebe
Ross,Emily
Ross,Chandler
Ross,Phoebe
Ross,Joey
Ross,Monica
Rachel,Chandler
Rachel,Monica
Chandler,Monica
Ross,Monica
Ross,Rachel
Ross,Chandler
Joey,stageManager
Phoebe,Monica
Phoebe,Rachel
Chandler,Monica
Chandler,Rachel
Monica,Rachel
Emily,Ross
Ross,Chandler
Ross,Monica
Ross,Phoebe
Monica,Joey
Chandler,duck
Chandler,chick
Chandler,Monica
Joey,Phoebe
Joey,PBSvolunteer
stageManager,GaryCollins
Ross,Monica
Ross,Phoebe
Ross,Chandler
Ross,Monica
Ross,Phoebe
Monica,Chandler
Phoebe,Joey
Joey,GaryCollins
Phoebe,Monica
Chandler,Monica
Rachel,Ross
Ross,Emily
Ross,Rachel
Chandler,Monica
