Source,Target
Phoebe,Chandler
Phoebe,Joey
Phoebe,Alice
Ross,Emily
Ross,Ben
Ross,Carol
Ross,Susan
Susan,Emily
Ben,Carol
Phoebe,Chandler
Phoebe,Joey
Chandler,Joey
Monica,Rachel
Ross,Chandler
Ross,Phoebe
Ross,Joey
Phoebe,Chandler
Phoebe,Joey
Rachel,Joshua
Rachel,duck
Rachel,chick
Joshua,duck
Joshua,chick
Joey,duck
Joey,chick
Carol,Ross
Rachel,Joshua
Joshua,MrBurgin
Joshua,MrsBurgin
Joey,Phoebe
Joey,Chandler
Phoebe,Chandler
Monica,Rachel
Monica,Phoebe
Rachel,Phoebe
Ross,Monica
Ross,Phoebe
Ross,Rachel
Chandler,Phoebe
Chandler,Joey
Phoebe,Joey
Carol,Ross
Emily,Susan
Susan,Carol
Emily,Ross
