Source,Target
Phoebe,Chandler
Joey,Chandler
Joey,Monica
Chandler,Monica
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Rachel,Ross
Ross,Joey
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Joey,Rachel
Joey,Chandler
Joey,Monica
Chandler,Monica
Phoebe,Monica
Phoebe,Rachel
Phoebe,Chandler
Ross,Joey
Ross,Chandler
Ross,Monica
Ross,Phoebe
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Phoebe,Rachel
teacher,Rachel
teacher,Phoebe
Ross,Monica
Ross,Phoebe
Ross,Rachel
Ross,Joey
Joey,Rachel
Joey,Cynthia
Chandler,Monica
Chandler,Rachel
Chandler,Joey
Joey,Monica
Ross,Donald
Rachel,Phoebe
teacher,Rachel
Chandler,Monica
Chandler,Ross
Monica,Ross
Rachel,Phoebe
Monica,teacher
Monica,Phoebe
Joey,Rachel
Rachel,Ross
Rachel,Chandler
Rachel,Monica
Rachel,Phoebe
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Chandler,Joey
Chandler,Monica
Joey,Monica
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Joey,Ross
Rachel,Monica
Rachel,Joey
Monica,Joey
Chandler,Joey
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Phoebe,Joey
Monica,Rachel
Ross,Monica
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Phoebe,femaleStudent
Monica,femaleStudent
Monica,Phoebe
