Source,Target
Phoebe,Joey
Chandler,Phoebe
Chandler,Joey
tourist,Joey
Phoebe,Monica
Chandler,Monica
Chandler,Phoebe
Phoebe,Rachel
Phoebe,Ross
Rachel,Phoebe
Rachel,Monica
Rachel,Chandler
Rachel,Ross
Ross,Phoebe
Ross,Monica
Ross,Chandler
Ross,Rachel
Phoebe,Rachel
Chandler,Monica
Chandler,Phoebe
Monica,Phoebe
Rachel,Ross
Chandler,Monica
Chandler,Phoebe
Monica,Phoebe
Phoebe,Chandler
Phoebe,Joey
Chandler,Joey
Monica,Joey
Joey,tourist
Chandler,Monica
Rachel,Ross
Rachel,airplaneGuy
Chandler,Joey
Monica,Phoebe
Monica,croupier
Rachel,Ross
Joey,Randall
Joey,Chandler
Phoebe,Joey
Phoebe,Chandler
Chandler,Monica
Ross,Rachel
Rachel,flightAttendant
Ross,flightAttendant
