Source,Target
Phoebe,Chandler
Phoebe,Joey
Phoebe,Monica
Phoebe,Rachel
Joey,Chandler
Joey,Ross
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
PaulStevens,Chandler
PaulStevens,Monica
PaulStevens,Joey
PaulStevens,Phoebe
PaulStevens,Ross
Phoebe,Joey
Phoebe,dryCleaner
Joey,dryCleaner
Phoebe,Monica
Phoebe,Rachel
Monica,Rachel
Rachel,museumOfficial
Monica,museumOfficial
Phoebe,museumOfficial
Joey,dryCleaner
Chandler,Hildy
Ross,Elizabeth
Rachel,PaulStevens
Rachel,Ross
PaulStevens,Ross
Rachel,PaulStevens
Rachel,Ross
PaulStevens,Rachel
PaulStevens,Elizabeth
Rachel,Elizabeth
Monica,Chandler
Monica,Hildy
Joey,dryCleaner'sWife
PaulStevens,Rachel
PaulStevens,Elizabeth
Rachel,Elizabeth
PaulStevens,Ross
Ross,Rachel
Monica,Phoebe
Phoebe,Joey
Ross,Rachel
Ross,Elizabeth
Ross,PaulStevens
Rachel,Elizabeth
Rachel,PaulStevens
Elizabeth,PaulStevens
Chandler,Monica
Phoebe,Chandler
Gunther,Joey
