Source,Target
Ross,Monica
Ross,Chandler
Ross,Rachel
Monica,Chandler
Monica,Rachel
Chandler,Rachel
Joey,Ross
Joey,Monica
Joey,Chandler
Joey,Rachel
Monica,Chandler
Monica,Rachel
Phoebe,Rachel
Joey,JessicaLockhart
Phoebe,Rachel
Chandler,Monica
Chandler,Ross
Monica,Ross
Joey,JessicaLockhart
Rachel,Phoebe
Joey,JessicaLockhart
Chandler,Monica
Chandler,Ross
Monica,Ross
Rachel,Phoebe
Rachel,Tom
Phoebe,Tom
Joey,Rachel
Joey,JessicaLockhart
Rachel,JessicaLockhart
Joey,Rachel
Joey,JessicaLockhart
Joey,Monica
Rachel,JessicaLockhart
Rachel,Monica
JessicaLockhart,Monica
Joey,JessicaLockhart
JessicaLockhart,Joey
Ross,Rachel
Ross,Phoebe
Ross,Monica
Ross,Chandler
