Source,Target
Ross,Rachel
Ross,Bonnie
Rachel,Bonnie
Ross,Rachel
PhoebeAbbott,Phoebe
Monica,Chandler
Phoebe,Chandler
Phoebe,Monica
Phoebe,Joey
Rachel,Ross
Rachel,Ross
Chandler,Monica
Joey,Monica
Chandler,Joey
Ross,Rachel
Phoebe,Ross
Phoebe,Rachel
Phoebe,Monica
Phoebe,Chandler
Phoebe,Joey
Rachel,Monica
Rachel,Chandler
Rachel,Joey
Ross,Monica
Ross,Chandler
Ross,Joey
Monica,Rachel
Monica,Phoebe
Monica,Joey
Monica,Chandler
Monica,Ross
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Joey,Rachel
Joey,Monica
Joey,Phoebe
Joey,Chandler
Joey,Ross
Phoebe,Ross
Phoebe,Rachel
Ross,Rachel
Ross,Chandler
Ross,Joey
Phoebe,Ursula
Monica,Chandler
Monica,Joey
Chandler,Joey
Phoebe,Chandler
Ross,Rachel
Ross,Monica
Ross,Phoebe
Ross,Joey
Ross,Chandler
Monica,Rachel
Joey,Ross
Chandler,Joey
Joey,Monica
Joey,Rachel
Joey,Ross
Joey,Phoebe
Monica,Rachel
Monica,Ross
Monica,Phoebe
Chandler,Rachel
Chandler,Ross
Chandler,Phoebe
Chandler,Monica
Ross,Joey
Ross,Monica
Monica,Phoebe
Monica,Rachel
Joey,Rachel
Joey,Ross
Joey,Phoebe
Joey,Chandler
Chandler,Ross
Chandler,Rachel
Chandler,Phoebe
Phoebe,PhoebeAbbott
Rachel,Ross
Monica,Ross
Chandler,Monica
Ross,Rachel
Rachel,Monica
Rachel,Chandler
Monica,Chandler
