Source,Target
Ross,Chandler
Kathy,actor
Monica,Phoebe
Rachel,Monica
Phoebe,Rachel
Joey,Monica
Ross,Chandler
Ross,Phoebe
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Phoebe,Ross
Chandler,Joey
Ross,Chandler
Monica,Joey
Monica,Chandler
Monica,Phoebe
Ross,Monica
Joey,Phoebe
MrWaltham,Rachel
Rachel,Joshua
Chandler,Ross
Chandler,Kathy
Ross,Kathy
Rachel,Ross
Rachel,Phoebe
Monica,Joey
Monica,Ross
Monica,Rachel
Monica,Phoebe
Ross,Monica
Rachel,Phoebe
Monica,Phoebe
Monica,Rachel
Phoebe,Rachel
Chandler,Phoebe
Chandler,Rachel
Chandler,Monica
Chandler,Joey
Chandler,Ross
Monica,Rachel
Rachel,Phoebe
Rachel,Joey
Phoebe,Joey
Rachel,Joshua
Monica,Joey
Monica,Rachel
Chandler,Phoebe
Chandler,Ross
Chandler,Joey
Rachel,Joshua
MrWaltham,Joshua
MrWaltham,Rachel
Kathy,Chandler
Rachel,Joey
Rachel,Ross
Monica,Ross
Monica,Rachel
Monica,Phoebe
Monica,Joey
Chandler,Ross
Chandler,Phoebe
Chandler,Rachel
Chandler,Joey
Chandler,Rachel
Ross,Rachel
Ross,Phoebe
Ross,Joey
Ross,Chandler
MrWaltham,Rachel
