Source,Target
Joey,Chandler
Joey,Monica
Ross,Ben
Carol,Ross
Carol,Joey
Carol,Monica
Carol,Chandler
Ross,Joey
Ross,Monica
Ross,Chandler
Ben,Joey
Ben,Monica
Ben,Chandler
Phoebe,Carol
Phoebe,Ross
Rachel,Chandler
Rachel,Monica
Rachel,Phoebe
Rachel,Ross
Chandler,Monica
Phoebe,Joey
Phoebe,Monica
Joey,Ross
Phoebe,Monica
Phoebe,Joey
Joey,Chandler
Ross,Monica
Ross,Chandler
Joey,Ross
Joey,Ross
Ross,Ben
Ross,Joey
Ross,Carol
Rachel,Kim
Rachel,Nancy
Kim,Nancy
Rachel,Monica
Rachel,Chandler
Phoebe,Rachel
Phoebe,Monica
Chandler,Monica
Ross,Joey
Monica,Joey
Ross,Monica
Rachel,Kim
Ben,Carol
Ben,Joey
Ben,Ross
Carol,Joey
Carol,Ross
Joey,Ross
Phoebe,Chandler
Phoebe,Ross
Chandler,Ross
Joey,Chandler
Joey,Ross
Chandler,Ross
Chandler,Monica
Chandler,Rachel
Monica,Rachel
Rachel,Kim
Rachel,Nancy
Kim,Nancy
Carol,Joey
Ben,Joey
Ben,Ross
Joey,Ross
Joey,director_5_18
Joey,Raymond
director_5_18,Raymond
Rachel,Nancy
Rachel,Kim
Nancy,Kim
Chandler,Phoebe
Monica,Chandler
Monica,Phoebe
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Chandler
Rachel,Ross
Joey,Ross
Chandler,Kim
