Source,Target
Chandler,Joey
Chandler,Monica
Chandler,Ross
Monica,Ross
Chandler,Phoebe
Monica,Phoebe
Monica,Chandler
Ross,tanningSalonGuy
Ross,tanningSalonGuy
Rachel,Joey
Monica,Phoebe
Monica,Chandler
Monica,Phoebe
Rachel,Joey
Monica,Ross
Chandler,Ross
Rachel,Ross
Rachel,Chandler
Rachel,Monica
Joey,Chandler
Rachel,Joey
Chandler,Monica
Chandler,Monica
Chandler,Amanda
Monica,Amanda
Rachel,Joey
Chandler,Monica
Phoebe,Monica
Amanda,Chandler
Phoebe,Monica
Amanda,Chandler
Phoebe,Monica
Ross,Glenda
Rachel,Joey
Rachel,Chandler
Joey,Chandler
Rachel,Joey
Ross,Chandler
