Source,Target
Ross,Joey
Chandler,Joey
Phoebe,Chandler
Phoebe,Monica
Phoebe,Rachel
Phoebe,Joey
Danny,Rachel
Danny,Monica
Danny,Phoebe
Danny,Joey
Danny,Chandler
Danny,Ross
Danny,Monica
Danny,Rachel
Monica,Rachel
Estelle,Joey
Phoebe,Monica
Phoebe,man_5_10
Ross,Joey
Monica,Rachel
Monica,Chandler
Chandler,Joey
Ross,Joey
Ross,Chandler
Chandler,Joey
Danny,Rachel
Danny,Krista
Rachel,Krista
Phoebe,Monica
Phoebe,Ross
Rachel,Monica
Rachel,Ross
Monica,Ross
Joey,Ross
Chandler,Joey
Ross,Chandler
Danny,Krista
Danny,Joey
Danny,Chandler
Danny,Rachel
Chandler,Joey
Rachel,Joey
Rachel,Chandler
Rachel,Monica
Phoebe,Bob_5_10
Phoebe,Ginger_5_10
Danny,Rachel
Chandler,Ross
Joey,Chandler
Joey,Ross
Joey,Monica
Monica,Joey
Monica,Rachel
