Source,Target
Chandler,Joey
Chandler,Monica
Joey,Monica
Rachel,Chandler
Rachel,Monica
Joey,Chandler
Joey,Monica
Phoebe,Chandler
Phoebe,Monica
Phoebe,Rachel
Ross,Chandler
Ross,Monica
Ross,Rachel
Chandler,Phoebe
Rachel,Joey
Monica,Chandler
Monica,Rachel
Chandler,Rachel
Monica,Joey
Monica,Rachel
Joey,Rachel
Phoebe,Jim
Mona,Mona'sDate
Mona,Ross
Chandler,Monica
Rachel,Monica
Rachel,Chandler
Joey,MrZelner
Phoebe,Jim
Rachel,Monica
Rachel,Chandler
Rachel,Joey
Monica,Chandler
Monica,Joey
Chandler,Joey
Mona,Mona'sDate
Mona,Ross
Ross,Mona'sDate
Rachel,MrZelner
Phoebe,Monica
Phoebe,Parker
Rachel,Joey
Rachel,Chandler
Ross,Mona
