Source,Target
Joey,securityGuard
Ross,Marcel
Ross,securityGuard
Joey,Phoebe
Joey,director_2_13
Chandler,SusieMoss
Monica,Rachel
Rachel,vanDamme
Chandler,SusieMoss
Monica,Rachel
Rachel,Monica
Rachel,Phoebe
Rachel,Joey
Rachel,Phoebe
Ross,Joey
Chandler,Rachel
Chandler,Phoebe
Chandler,Rachel
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Ross
Chandler,SusieMoss
Marcel,Joey
Phoebe,Rachel
Phoebe,Monica
Rachel,Monica
Ross,SusieMoss
Chandler,SusieMoss
Joey,Cathy
Chandler,Cathy
SusieMoss,Chandler
Monica,vanDamme
Phoebe,Monica
Phoebe,Rachel
Monica,Rachel
Chandler,Joey
Chandler,Joey
Chandler,Ross
Joey,Ross
Chandler,Phoebe
Joey,Phoebe
Joey,Chandler
Joey,Ross
Phoebe,Ross
Ross,Marcel
Ross,Chandler
Phoebe,Chandler
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Joey,vanDamme
