Source,Target
Phoebe,h.keeperWaltham's
Judy,Jack
Judy,Monica
Judy,Ross
Judy,Emily
Jack,Monica
Jack,Ross
Jack,Emily
Monica,Ross
Monica,Emily
Ross,Emily
StevenWaltham,Emily
AndreaWaltham,Emily
StevenWaltham,AndreaWaltham
StevenWaltham,Judy
StevenWaltham,Jack
AndreaWaltham,Judy
AndreaWaltham,Jack
Judy,Monica
waiter_4_24,Joey
waiter_4_24,Chandler
Chandler,Joey
Jack,Judy
Jack,Ross
Jack,Monica
Judy,Ross
Judy,Monica
Ross,Monica
Rachel,ticketAgent
Ross,StevenWaltham
Ross,AndreaWaltham
StevenWaltham,AndreaWaltham
Rachel,Phoebe
Chandler,Ross
Chandler,Emily
Jack,Judy
AndreaWaltham,Phoebe
Chandler,Ross
Chandler,Emily
Chandler,Joey
Joey,Emily
Joey,Ross
Joey,Felicity
Chandler,Monica
Monica,olderGuest
Chandler,olderGuest
Jack,Ross
Jack,StevenWaltham
Ross,StevenWaltham
Monica,Chandler
Ross,Chandler
Chandler,Monica
Rachel,passenger1
Joey,Phoebe
Joey,Chandler
Rachel,passenger2
Rachel,passenger1
Judy,Monica
Judy,AndreaWaltham
Monica,AndreaWaltham
Joey,Monica
Ross,Chandler
Joey,Felicity
Judy,Jack
Judy,StevenWaltham
Judy,AndreaWaltham
Jack,StevenWaltham
Jack,AndreaWaltham
StevenWaltham,AndreaWaltham
Ross,Jack
Ross,Judy
Ross,StevenWaltham
Ross,AndreaWaltham
Ross,Emily
Rachel,Ross
AndreaWaltham,Joey
Phoebe,Joey
Joey,Ross
Monica,Chandler
Emily,StevenWaltham
registrar,Ross
registrar,Emily
registrar,Monica
registrar,Chandler
registrar,Joey
registrar,Rachel
registrar,Judy
registrar,Jack
registrar,AndreaWaltham
registrar,StevenWaltham
registrar,Felicity
registrar,Phoebe
Ross,Emily
