Source,Target
Monica,Chandler
Mike,Phoebe
Joey,Monica
Joey,Rachel
Joey,Monica
Rachel,Monica
Mike,Monica
Mike,Chandler
Phoebe,Monica
Phoebe,Chandler
Ross,Phoebe
Ross,Monica
Ross,Chandler
Phoebe,Monica
Phoebe,Chandler
Monica,Chandler
Mike,Phoebe
Joey,Chandler
Mike,Phoebe
Monica,Rachel
Rachel,handyMan
Monica,Chandler
Monica,Rachel
Ross,Phoebe
Chandler,Monica
Chandler,Rachel
Joey,Rachel
Joey,Monica
Joey,Chandler
Ross,Phoebe
Ross,Mike
Ross,Phoebe
Ross,Chandler
Rachel,Phoebe
Rachel,Mike
Phoebe,Mike
Joey,Chandler
Joey,Monica
Joey,Rachel
Chandler,Monica
Chandler,Rachel
Monica,Rachel
Mike,Chandler
Mike,Monica
Mike,Rachel
Mike,Joey
Chandler,Monica
Chandler,Phoebe
Chandler,Joey
Chandler,Rachel
Monica,Phoebe
Monica,Joey
Monica,Rachel
Phoebe,Joey
Phoebe,Rachel
Joey,Rachel
