Source,Target
Ross,Rachel
Rachel,attendant
Phoebe,Rachel
Phoebe,Ross
Phoebe,elderlyWoman
Rachel,Ross
Joey,Rachel
Joey,Ross
Joey,Phoebe
Phoebe,Rachel
Phoebe,Ross
Monica,Randall
Monica,Chandler
Joey,womanDealer
Ross,Rachel
Chandler,Monica
Chandler,Phoebe
Monica,Phoebe
Joey,Randall
Ross,Rachel
Chandler,Monica
Monica,croupier
Chandler,drunkGambler
Monica,drunkGambler
Phoebe,elderlyWoman
Ross,Rachel
Joey,Ross
Joey,Rachel
Ross,Rachel
Phoebe,elderlyWoman
Phoebe,securityGuard
elderlyWoman,securityGuard
Chandler,Monica
Joey,Randall
Phoebe,Joey
Phoebe,Randall
securityGuard,Phoebe
securityGuard,Randall
securityGuard,Joey
Chandler,Monica
Ross,Rachel
