Source,Target
Chandler,Phoebe
Rachel,Monica
Rachel,MrTreeger
Rachel,Monica
Joey,Rachel
Monica,Joey
Monica,Rachel
Chandler,Monica
Chandler,Ross
Joey,MrTreeger
Phoebe,Monica
Phoebe,Ross
Phoebe,Chandler
Phoebe,Rachel
Joey,Rachel
Joey,Monica
Rachel,Monica
Chandler,gymReceptionist
Chandler,Ross
Ross,gymReceptionist
Ross,Maria
Phoebe,Rick
Joey,MrTreeger
Joey,Monica
Joey,Rachel
Monica,Rachel
Chandler,Ross
Chandler,Monica
Monica,Ross
Rachel,Ross
Monica,Ross
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Joey,MrTreeger
Monica,Rachel
Monica,Joey
Rachel,Joey
bankManager,Chandler
bankManager,Ross
Karen,Chandler
Phoebe,Rick
Monica,Chandler
Monica,Ross
Rachel,Chandler
Rachel,Ross
Phoebe,Rachel
Phoebe,Monica
Phoebe,Joey
Phoebe,Chandler
Phoebe,Ross
Chandler,MrTreeger
Joey,MrTreeger
Phoebe,interviewer_4_4
